ID;COURSESUBJECT;GRADEVALUE;YEARINCOURSE;SEMESTERINCOURSE;CREDITSINCOURSE
ATI-1992386;CONTABILIDADE GERAL E INTRODUTORIA;RI;2021;3;4
ATI-1992386;INFORMÁTICA E SOCIEDADE;RI;2021;3;2
ATI-1992386;CONTABILIDADE GERAL E INTRODUTORIA;RI;2022;1;4
ATI-1992386;PRINCÍPIOS DE ADMINISTRAÇÃO I;0;2021;1;4
ATI-1992386;PRINCÍPIOS DE ADMINISTRAÇÃO I;0;2023;1;4
ATI-1992386;CÁLCULO DE PROBABILIDADES I;RI;2022;3;4
ATI-1992386;CONTABILIDADE GERAL E INTRODUTORIA;RI;2023;1;4
ATI-1992386;CONTABILIDADE GERAL E INTRODUTORIA;RI;2022;3;4
ATI-1992386;CÁLCULO DE PROBABILIDADES I;RI;2023;1;4
ATI-1992386;ORGANIZAÇÃO DE COMPUTADORES;RI;2022;3;4
ATI-1992386;REDES DE COMPUTADORES;63;2015;1;4
ATI-1992386;CIRCUITOS DIGITAIS;66;2015;1;4
ATI-1992386;LINGUA INGLESA INSTRUMENTAL III;84;2015;1;4
ATI-1992386;ORIENTAÇÃO A OBJETOS;69;2015;3;4
ATI-1992386;ORGANIZAÇÃO DE COMPUTADORES;TM;2016;3;4
ATI-1992386;LABORATÓRIO DE QUÍMICA;69;2010;1;2
ATI-1992386;INTRODUÇÃO ÀS CIÊNCIAS EXATAS;100;2009;1;2
ATI-1992386;QUÍMICA FUNDAMENTAL;65;2009;3;4
ATI-1992386;LABORATÓRIO DE CIÊNCIAS;68;2010;3;4
ATI-1992386;LABORATÓRIO DE PROGRAMAÇÃO WEB;87;2011;3;2
ATI-1992386;INTRODUÇÃO À ENGENHARIA COMPUTACIONAL;61;2011;3;2
ATI-1992386;FÍSICA I;60;2013;3;4
ATI-1992386;CIRCUITOS LÓGICOS;71;2014;1;4
ATI-1992386;INTRODUÇÃO À ENGENHARIA MECÂNICA;90;2014;1;2
ATI-1992386;LABORATÓRIO DE FÍSICA I;79;2014;3;2
ATI-1992386;PLANILHAS ELETRÔNICAS;90;2014;3;1
ATI-1992386;ALGORITMOS;75;2010;3;4
ATI-1992386;LABORATÓRIO DE PROGRAMAÇÃO;75;2010;3;2
ATI-1992386;GEOMETRIA ANALÍTICA E SISTEMAS LINEARES;60;2011;1;4
ATI-1992386;CÁLCULO I;73;2012;1;4
ATI-1992386;LINGUA INGLESA INSTRUMENTAL I;89;2012;1;4
ATI-1992386;LINGUA INGLESA INSTRUMENTAL II;88;2012;3;4
ATI-1992386;ESTRUTURA DE DADOS;60;2013;1;4
ATI-1992386;LABORATÓRIO DE PROGRAMAÇÃO II;85;2013;1;2
ATI-1992386;CÁLCULO II;TM;2016;3;4
ATI-1992386;SISTEMAS OPERACIONAIS;65;2016;3;4
ATI-1992386;LÓGICA E FUNDAMENTOS PARA A COMPUTAÇÃO ;RI;2016;3;4
ATI-1992386;MODELAGEM DE SISTEMAS;RI;2016;3;4
ATI-1992386;ESTRUTURA DE DADOS II;TM;2018;1;4
ATI-1992386;ORGANIZAÇÃO DE COMPUTADORES;RI;2018;1;4
ATI-1992386;CALCULO II;18;2018;1;4
ATI-1992386;PRINCÍPIOS DE ADMINISTRAÇÃO I;TM;2018;1;4
ATI-1992386;CALCULO II;TM;2018;3;4
ATI-1992386;INFORMÁTICA E SOCIEDADE;TM;2018;3;2
ATI-1992386;ADMINISTRAÇÃO DE REDES;77;2017;1;4
ATI-1992386;PRINCÍPIOS DE ADMINISTRAÇÃO I;52;2017;1;4
ATI-1992386;ASPECTOS LEGAIS DA INFORMÁTICA;68;2017;1;4
ATI-1992386;LABORATORIO DE REDES DE COMPUTADORES;TM;2017;1;2
ATI-1992386;CÁLCULO II;25;2017;1;4
ATI-1992386;INTRODUÇÃO A SISTEMAS DE INFORMAÇÃO;80;2016;3;4
ATI-1992386;LÓGICA E FUNDAMENTOS PARA A COMPUTAÇÃO ;2;2017;1;4
ATI-1992386;TEORIA DOS GRAFOS;RI;2017;3;4
ATI-1992386;CONTABILIDADE GERAL E INTRODUTORIA;RI;2017;3;4
ATI-1992386;INFORMÁTICA E SOCIEDADE;49;2017;3;2
ATI-1992386;CALCULO II;36;2017;3;4
ATI-1992386;INFORMÁTICA E SOCIEDADE;47;2019;3;2
ATI-1992386;CALCULO II;8;2019;3;4
ATI-1992386;ORGANIZAÇÃO DE COMPUTADORES;RI;2021;1;4
ATI-1992386;LÓGICA E FUNDAMENTOS PARA A COMPUTAÇÃO ;RI;2020;3;4
ATI-1992386;CALCULO II;78;2020;1;4
ATI-3967445;ALGORITMOS;31;2021;1;4
ATI-3967445;LABORATÓRIO DE PROGRAMAÇÃO;7;2022;1;2
ATI-3967445;LABORATÓRIO DE PROGRAMAÇÃO;TM;2021;3;2
ATI-3967445;ALGORITMOS;TM;2021;3;4
ATI-3967445;CALCULO II;RI;2021;3;4
ATI-3967445;ALGORITMOS;RI;2022;1;4
ATI-3967445;LABORATÓRIO DE PROGRAMAÇÃO;31;2021;1;2
ATI-3967445;INTRODUÇÃO A SISTEMAS DE INFORMAÇÃO;RI;2021;3;4
ATI-3967445;PRINCÍPIOS DE ADMINISTRAÇÃO I;48;2022;1;4
ATI-3967445;ALGORITMOS;71;2022;4;4
ATI-3967445;ESTRUTURA DE DADOS;RI;2023;1;4
ATI-3967445;LABORATÓRIO DE PROGRAMAÇÃO;71;2022;4;2
ATI-3967445;LABORATÓRIO DE PROGRAMAÇÃO WEB;RI;2023;1;2
ATI-3967445;LÓGICA E FUNDAMENTOS PARA A COMPUTAÇÃO ;RI;2023;1;4
ATI-3967445;CONTABILIDADE GERAL E INTRODUTORIA;RI;2022;3;4
ATI-3967445;LABORATÓRIO DE PROGRAMAÇÃO;RI;2022;3;2
ATI-3967445;LABORATÓRIO DE PROGRAMAÇÃO II;RI;2023;1;2
ATI-3967445;CÁLCULO II;RI;2023;1;4
ATI-3967445;INTRODUÇÃO A SISTEMAS DE INFORMAÇÃO;62;2022;3;4
ATI-3967445;ASPECTOS LEGAIS DA INFORMÁTICA;RI;2023;1;4
ATI-3967445;ALGORITMOS;RI;2022;3;4
ATI-3967445;ORGANIZAÇÃO DE COMPUTADORES;RI;2022;3;4
ATI-3967445;LABORATÓRIO DE PROGRAMAÇÃO;RI;2019;3;2
ATI-3967445;ALGORITMOS;RI;2019;3;4
ATI-3967445;CÁLCULO I;14;2019;3;4
ATI-3967445;LÓGICA E FUNDAMENTOS PARA A COMPUTAÇÃO ;0;2019;3;4
ATI-3967445;GEOMETRIA ANALÍTICA E SISTEMAS LINEARES;RI;2019;3;4
ATI-3967445;INTRODUÇÃO A SISTEMAS DE INFORMAÇÃO;RI;2019;3;4
ATI-3967445;INTRODUÇÃO A SISTEMAS DE INFORMAÇÃO;RI;2020;3;4
ATI-3967445;ASPECTOS LEGAIS DA INFORMÁTICA;RI;2020;1;4
ATI-3967445;CÁLCULO I;72;2020;1;4
ATI-3967445;ASPECTOS LEGAIS DA INFORMÁTICA;48;2021;1;4
ATI-3967445;LÓGICA E FUNDAMENTOS PARA A COMPUTAÇÃO ;0;2020;1;4
ATI-3967445;GEOMETRIA ANALÍTICA E SISTEMAS LINEARES;0;2020;3;4
ATI-3967445;LABORATÓRIO DE PROGRAMAÇÃO;RI;2020;3;2
ATI-3967445;GEOMETRIA ANALÍTICA E SISTEMAS LINEARES;83;2021;1;4
ATI-3967445;ALGORITMOS;RI;2020;3;4
ATI-3967445;CONTABILIDADE GERAL E INTRODUTORIA;RI;2020;3;4
ATI-4171163;CONTABILIDADE GERAL E INTRODUTORIA;70;2021;3;4
ATI-4171163;LABORATÓRIO DE PROGRAMAÇÃO;40;2022;1;2
ATI-4171163;CIRCUITOS DIGITAIS;69;2021;3;4
ATI-4171163;PRINCÍPIOS DE ADMINISTRAÇÃO I;70;2021;1;4
ATI-4171163;LÓGICA E FUNDAMENTOS PARA A COMPUTAÇÃO ;TM;2022;1;4
ATI-4171163;ALGORITMOS;RI;2021;1;4
ATI-4171163;ASPECTOS LEGAIS DA INFORMÁTICA;80;2022;1;4
ATI-4171163;EMPREENDIMENTOS EM INFORMATICA;87;2022;1;4
ATI-4171163;CALCULO II;75;2021;3;4
ATI-4171163;CÁLCULO DE PROBABILIDADES I;TM;2022;1;4
ATI-4171163;ALGORITMOS;40;2022;1;4
ATI-4171163;LABORATÓRIO DE PROGRAMAÇÃO;RI;2021;1;2
ATI-4171163;INFORMÁTICA E SOCIEDADE;84;2021;3;2
ATI-4171163;LÓGICA E FUNDAMENTOS PARA A COMPUTAÇÃO ;30;2021;1;4
ATI-4171163;ALGORITMOS;27;2021;3;4
ATI-4171163;LABORATÓRIO DE PROGRAMAÇÃO;RI;2021;3;2
ATI-4171163;GESTÃO FINANCEIRA I;TM;2023;1;4
ATI-4171163;LABORATÓRIO DE PROGRAMAÇÃO;52;2022;3;2
ATI-4171163;LINGUA INGLESA INSTRUMENTAL I;TM;2023;1;4
ATI-4171163;ALGORITMOS;52;2022;3;4
ATI-4171163;CÁLCULO I;68;2020;3;4
ATI-4171163;GEOMETRIA ANALÍTICA E SISTEMAS LINEARES;75;2020;3;4
ATI-4171163;LABORATÓRIO DE PROGRAMAÇÃO;34;2020;3;2
ATI-4171163;INTRODUÇÃO A SISTEMAS DE INFORMAÇÃO;70;2020;3;4
ATI-4171163;ALGORITMOS;RI;2020;3;4
ATI-4171163;LÓGICA E FUNDAMENTOS PARA A COMPUTAÇÃO ;57;2020;3;4
ATI-4171163;CÁLCULO II;TM;2021;1;4
ATI-4171169;ESTRUTURA DE DADOS;RI;2021;3;4
ATI-4171169;CONTABILIDADE GERAL E INTRODUTORIA;79;2021;3;4
ATI-4171169;CÁLCULO II;7;2022;1;4
ATI-4171169;ESTRUTURA DE DADOS;12;2022;1;4
ATI-4171169;LABORATÓRIO DE PROGRAMAÇÃO II;12;2022;1;2
ATI-4171169;ORGANIZAÇÃO DE COMPUTADORES;RI;2021;3;4
ATI-4171169;CÁLCULO II;20;2021;1;4
ATI-4171169;LABORATÓRIO DE PROGRAMAÇÃO II;RI;2021;3;2
ATI-4171169;ESTRUTURA DE DADOS;RI;2021;1;4
ATI-4171169;LABORATÓRIO DE PROGRAMAÇÃO II;RI;2021;1;2
ATI-4171169;PRINCÍPIOS DE ADMINISTRAÇÃO I;82;2021;1;4
ATI-4171169;LABORATÓRIO DE PROGRAMAÇÃO WEB;7;2021;1;2
ATI-4171169;ESTRUTURA DE DADOS;63;2023;1;4
ATI-4171169;ECONOMIA;66;2023;1;4
ATI-4171169;CIRCUITOS DIGITAIS;72;2022;3;4
ATI-4171169;LINGUA INGLESA INSTRUMENTAL I;86;2023;1;4
ATI-4171169;LABORATÓRIO DE PROGRAMAÇÃO II;63;2023;1;2
ATI-4171169;CÁLCULO II;18;2023;1;4
ATI-4171169;CÁLCULO II;4;2022;3;4
ATI-4171169;ORGANIZAÇÃO DE COMPUTADORES;24;2022;3;4
ATI-4171169;CÁLCULO I;77;2020;3;4
ATI-4171169;GEOMETRIA ANALÍTICA E SISTEMAS LINEARES;75;2020;3;4
ATI-4171169;LABORATÓRIO DE PROGRAMAÇÃO;67;2020;3;2
ATI-4171169;INTRODUÇÃO A SISTEMAS DE INFORMAÇÃO;77;2020;3;4
ATI-4171169;ALGORITMOS;67;2020;3;4
ATI-4171169;LÓGICA E FUNDAMENTOS PARA A COMPUTAÇÃO ;70;2020;3;4
ATI-4171169;ASPECTOS LEGAIS DA INFORMÁTICA;64;2021;1;4
ATI-4204358;ALGORITMOS;61;2021;3;4
ATI-4204358;LABORATÓRIO DE PROGRAMAÇÃO;61;2021;3;2
ATI-4204358;ASPECTOS LEGAIS DA INFORMÁTICA;96;2022;1;4
ATI-4204358;ESTRUTURA DE DADOS;1;2022;1;4
ATI-4204358;CÁLCULO II;TM;2022;1;4
ATI-4204358;LABORATÓRIO DE PROGRAMAÇÃO II;1;2022;1;2
ATI-4204358;CÁLCULO I;83;2021;3;4
ATI-4204358;INTRODUÇÃO A SISTEMAS DE INFORMAÇÃO;95;2021;3;4
ATI-4204358;LABORATÓRIO DE PROGRAMAÇÃO WEB;72;2022;1;2
ATI-4204358;LÓGICA E FUNDAMENTOS PARA A COMPUTAÇÃO ;67;2021;3;4
ATI-4204358;PRINCÍPIOS DE ADMINISTRAÇÃO I;81;2022;1;4
ATI-4204358;GEOMETRIA ANALÍTICA E SISTEMAS LINEARES;80;2021;3;4
ATI-4204358;EMPREENDIMENTOS EM INFORMATICA;TM;2023;1;4
ATI-4204358;ESTRUTURA DE DADOS;51;2022;3;4
ATI-4204358;ESTRUTURA DE DADOS;77;2023;1;4
ATI-4204358;LIBRAS INSTRUMENTAL I;98;2023;1;4
ATI-4204358;CALCULO II;48;2022;3;4
ATI-4204358;ORGANIZAÇÃO DE COMPUTADORES;78;2023;1;4
ATI-4204358;INFORMÁTICA E SOCIEDADE;86;2022;3;2
ATI-4204358;CALCULO II;52;2023;1;4
ATI-4204358;LABORATÓRIO DE PROGRAMAÇÃO II;51;2022;3;2
ATI-4204358;CONTABILIDADE GERAL E INTRODUTORIA;76;2022;3;4
ATI-4204358;LABORATÓRIO DE PROGRAMAÇÃO II;77;2023;1;2
ATI-4204367;ALGORITMOS;77;2021;3;4
ATI-4204367;LABORATÓRIO DE PROGRAMAÇÃO;77;2021;3;2
ATI-4204367;ASPECTOS LEGAIS DA INFORMÁTICA;69;2022;1;4
ATI-4204367;LINGUA INGLESA INSTRUMENTAL I;78;2022;1;4
ATI-4204367;LABORATÓRIO DE PROGRAMAÇÃO II;45;2022;1;2
ATI-4204367;CÁLCULO I;70;2021;3;4
ATI-4204367;INTRODUÇÃO A SISTEMAS DE INFORMAÇÃO;92;2021;3;4
ATI-4204367;CÁLCULO II;60;2022;1;4
ATI-4204367;LABORATÓRIO DE PROGRAMAÇÃO WEB;64;2022;1;2
ATI-4204367;LÓGICA E FUNDAMENTOS PARA A COMPUTAÇÃO ;87;2021;3;4
ATI-4204367;ESTRUTURA DE DADOS;45;2022;1;4
ATI-4204367;PRINCÍPIOS DE ADMINISTRAÇÃO I;77;2022;1;4
ATI-4204367;GEOMETRIA ANALÍTICA E SISTEMAS LINEARES;81;2021;3;4
ATI-4204367;ESTRUTURA DE DADOS;76;2022;3;4
ATI-4204367;CIRCUITOS DIGITAIS;80;2022;3;4
ATI-4204367;ORGANIZAÇÃO DE COMPUTADORES;78;2023;1;4
ATI-4204367;ESTRUTURA DE DADOS II;83;2023;1;4
ATI-4204367;INFORMÁTICA E SOCIEDADE;83;2022;3;2
ATI-4204367;ASPECTOS TEÓRICOS DA COMPUTAÇÃO;71;2023;1;4
ATI-4204367;LABORATÓRIO DE PROGRAMAÇÃO II;76;2022;3;2
ATI-4204367;CONTABILIDADE GERAL E INTRODUTORIA;77;2022;3;4
ATI-4204367;ORIENTAÇÃO A OBJETOS;89;2022;4;4
ATI-4204367;MODELAGEM DE SISTEMAS;84;2023;1;4
ATI-4204367;CÁLCULO DE PROBABILIDADES I;60;2022;3;4
ATI-4204367;AVALIAÇÃO DE DESEMPENHO DE SISTEMAS;100;2023;1;4
ATI-4204382;ALGORITMOS;95;2021;3;4
ATI-4204382;LABORATÓRIO DE PROGRAMAÇÃO;95;2021;3;2
ATI-4204382;ASPECTOS LEGAIS DA INFORMÁTICA;79;2022;1;4
ATI-4204382;CÁLCULO II;65;2022;1;4
ATI-4204382;ESTRUTURA DE DADOS;60;2022;1;4
ATI-4204382;CÁLCULO I;75;2021;3;4
ATI-4204382;INTRODUÇÃO A SISTEMAS DE INFORMAÇÃO;100;2021;3;4
ATI-4204382;LABORATÓRIO DE PROGRAMAÇÃO II;60;2022;1;2
ATI-4204382;LÓGICA E FUNDAMENTOS PARA A COMPUTAÇÃO ;89;2021;3;4
ATI-4204382;LABORATÓRIO DE PROGRAMAÇÃO WEB;81;2022;1;2
ATI-4204382;PRINCÍPIOS DE ADMINISTRAÇÃO I;92;2022;1;4
ATI-4204382;GEOMETRIA ANALÍTICA E SISTEMAS LINEARES;78;2021;3;4
ATI-4204382;LABORATÓRIO DE PROGRAMAÇÃO PARA DISPOSITIVOS MÓVEIS;90;2023;1;2
ATI-4204382;CÁLCULO DE PROBABILIDADES I;68;2022;3;4
ATI-4204382;ORIENTAÇÃO A OBJETOS;77;2022;3;4
ATI-4204382;CIRCUITOS DIGITAIS;87;2022;3;4
ATI-4204382;ORGANIZAÇÃO DE COMPUTADORES;87;2023;1;4
ATI-4204382;ESTRUTURA DE DADOS II;88;2023;1;4
ATI-4204382;INFORMÁTICA E SOCIEDADE;86;2022;3;2
ATI-4204382;ASPECTOS TEÓRICOS DA COMPUTAÇÃO;70;2023;1;4
ATI-4204382;CONTABILIDADE GERAL E INTRODUTORIA;80;2022;3;4
ATI-4204382;MODELAGEM DE SISTEMAS;93;2023;1;4
ATI-4204382;TEORIA DOS GRAFOS;86;2022;3;4
ATI-4268699;CÁLCULO I;75;2023;1;4
ATI-4268699;PRINCÍPIOS DE ADMINISTRAÇÃO I;97;2023;1;4
ATI-4268699;ESTRUTURA DE DADOS;72;2023;1;4
ATI-4268699;LABORATÓRIO DE PROGRAMAÇÃO;84;2022;3;2
ATI-4268699;ALGORITMOS;84;2022;3;4
ATI-4268699;LABORATÓRIO DE PROGRAMAÇÃO WEB;95;2023;1;2
ATI-4268699;LÓGICA E FUNDAMENTOS PARA A COMPUTAÇÃO ;80;2022;3;4
ATI-4268699;LABORATÓRIO DE PROGRAMAÇÃO II;72;2023;1;2
ATI-4268699;CÁLCULO I;53;2022;3;4
ATI-4268699;INTRODUÇÃO A SISTEMAS DE INFORMAÇÃO;82;2022;3;4
ATI-4268699;ASPECTOS LEGAIS DA INFORMÁTICA;91;2023;1;4
ATI-4268699;CIRCUITOS DIGITAIS;81;2023;1;4
ATI-4268699;GEOMETRIA ANALÍTICA E SISTEMAS LINEARES;63;2022;3;4
ATI-4285751;PRINCÍPIOS DE ADMINISTRAÇÃO I;93;2023;1;4
ATI-4285751;LABORATÓRIO DE PROGRAMAÇÃO;96;2022;3;2
ATI-4285751;CÁLCULO II;60;2023;1;4
ATI-4285751;ALGORITMOS;96;2022;3;4
ATI-4285751;ESTRUTURA DE DADOS;84;2023;1;4
ATI-4285751;LINGUA INGLESA INSTRUMENTAL I;87;2023;1;4
ATI-4285751;LABORATÓRIO DE PROGRAMAÇÃO WEB;95;2023;1;2
ATI-4285751;LÓGICA E FUNDAMENTOS PARA A COMPUTAÇÃO ;87;2022;3;4
ATI-4285751;LABORATÓRIO DE PROGRAMAÇÃO II;84;2023;1;2
ATI-4285751;CÁLCULO I;77;2022;3;4
ATI-4285751;INTRODUÇÃO A SISTEMAS DE INFORMAÇÃO;75;2022;3;4
ATI-4285751;ASPECTOS LEGAIS DA INFORMÁTICA;98;2023;1;4
ATI-4285751;GEOMETRIA ANALÍTICA E SISTEMAS LINEARES;78;2022;3;4
ATI-2223293;PRINCÍPIOS DE ADMINISTRAÇÃO I;93;2023;1;4
ATI-2223293;LABORATÓRIO DE PROGRAMAÇÃO;63;2022;3;2
ATI-2223293;ALGORITMOS;63;2022;3;4
ATI-2223293;ESTRUTURA DE DADOS;16;2023;1;4
ATI-2223293;LABORATÓRIO DE PROGRAMAÇÃO WEB;44;2023;1;2
ATI-2223293;LÓGICA E FUNDAMENTOS PARA A COMPUTAÇÃO ;67;2022;3;4
ATI-2223293;LABORATÓRIO DE PROGRAMAÇÃO II;16;2023;1;2
ATI-2223293;CÁLCULO I;2;2022;3;4
ATI-2223293;INTRODUÇÃO A SISTEMAS DE INFORMAÇÃO;65;2022;3;4
ATI-2223293;ASPECTOS LEGAIS DA INFORMÁTICA;79;2023;1;4
ATI-2223293;GEOMETRIA ANALÍTICA E SISTEMAS LINEARES;60;2022;3;4
ATI-4288046;LABORATÓRIO DE PROGRAMAÇÃO;10;2022;3;2
ATI-4288046;ALGORITMOS;10;2022;3;4
ATI-4288046;LABORATÓRIO DE PROGRAMAÇÃO WEB;14;2023;1;2
ATI-4288046;ALGORITMOS;24;2023;1;6
ATI-4288046;ALGORITMOS - PRÁTICA;;2023;1;0
ATI-4288046;LÓGICA E FUNDAMENTOS PARA A COMPUTAÇÃO ;12;2022;3;4
ATI-4288046;GEOMETRIA ANALÍTICA E SISTEMAS LINEARES;RI;2023;1;4
ATI-4288046;CÁLCULO I;0;2022;3;4
ATI-4288046;CÁLCULO I;0;2023;1;4
ATI-4288046;INTRODUÇÃO A SISTEMAS DE INFORMAÇÃO;20;2022;3;4
ATI-4288046;ASPECTOS LEGAIS DA INFORMÁTICA;78;2023;1;4
ATI-4288046;GEOMETRIA ANALÍTICA E SISTEMAS LINEARES;4;2022;3;4
ATI-3967436;ESTRUTURA DE DADOS II;4;2022;1;4
ATI-3967436;ORIENTAÇÃO A OBJETOS;RI;2021;3;4
ATI-3967436;ORGANIZAÇÃO DE COMPUTADORES;14;2021;3;4
ATI-3967436;TEORIA DOS GRAFOS;0;2021;3;4
ATI-3967436;ORGANIZAÇÃO DE COMPUTADORES;67;2022;1;4
ATI-3967436;ESTRUTURA DE DADOS II;11;2021;3;4
ATI-3967436;CÁLCULO DE PROBABILIDADES I;RI;2022;3;4
ATI-3967436;CIRCUITOS DIGITAIS;67;2022;3;4
ATI-3967436;REDES DE COMPUTADORES;72;2023;1;4
ATI-3967436;ESTRUTURA DE DADOS II;10;2023;1;4
ATI-3967436;INFORMÁTICA E SOCIEDADE;74;2022;3;2
ATI-3967436;TEORIA DOS GRAFOS;RI;2022;3;4
ATI-3967436;PESQUISA OPERACIONAL;TM;2023;1;4
ATI-3967436;CÁLCULO DE PROBABILIDADES I;RI;2023;1;4
ATI-3967436;LABORATÓRIO DE PROGRAMAÇÃO;76;2019;3;2
ATI-3967436;ALGORITMOS;75;2019;3;4
ATI-3967436;CÁLCULO I;72;2019;3;4
ATI-3967436;LÓGICA E FUNDAMENTOS PARA A COMPUTAÇÃO ;62;2019;3;4
ATI-3967436;GEOMETRIA ANALÍTICA E SISTEMAS LINEARES;6;2019;3;4
ATI-3967436;INTRODUÇÃO A SISTEMAS DE INFORMAÇÃO;81;2019;3;4
ATI-3967436;LABORATÓRIO DE PROGRAMAÇÃO II;19;2020;1;2
ATI-3967436;PRINCÍPIOS DE ADMINISTRAÇÃO I;98;2020;1;4
ATI-3967436;ASPECTOS LEGAIS DA INFORMÁTICA;89;2020;1;4
ATI-3967436;CÁLCULO II;88;2020;3;4
ATI-3967436;LABORATÓRIO DE PROGRAMAÇÃO II;70;2020;3;2
ATI-3967436;ESTRUTURA DE DADOS;19;2020;1;4
ATI-3967436;ORGANIZAÇÃO DE COMPUTADORES;15;2021;1;4
ATI-3967436;LABORATÓRIO DE PROGRAMAÇÃO WEB;71;2020;1;2
ATI-3967436;CÁLCULO DE PROBABILIDADES I;TM;2021;1;4
ATI-3967436;TEORIA DOS GRAFOS;TM;2021;1;4
ATI-3967436;ESTRUTURA DE DADOS;70;2020;3;4
ATI-3967436;GEOMETRIA ANALÍTICA E SISTEMAS LINEARES;81;2020;1;4
ATI-3967436;CONTABILIDADE GERAL E INTRODUTORIA;82;2020;3;4
ATI-4204376;ALGORITMOS;66;2021;3;4
ATI-4204376;LABORATÓRIO DE PROGRAMAÇÃO;66;2021;3;2
ATI-4204376;ASPECTOS LEGAIS DA INFORMÁTICA;80;2022;1;4
ATI-4204376;CÁLCULO II;18;2022;1;4
ATI-4204376;ESTRUTURA DE DADOS;31;2022;1;4
ATI-4204376;LABORATÓRIO DE PROGRAMAÇÃO II;31;2022;1;2
ATI-4204376;CÁLCULO I;63;2021;3;4
ATI-4204376;INTRODUÇÃO A SISTEMAS DE INFORMAÇÃO;93;2021;3;4
ATI-4204376;LABORATÓRIO DE PROGRAMAÇÃO WEB;81;2022;1;2
ATI-4204376;LÓGICA E FUNDAMENTOS PARA A COMPUTAÇÃO ;57;2021;3;4
ATI-4204376;PRINCÍPIOS DE ADMINISTRAÇÃO I;81;2022;1;4
ATI-4204376;GEOMETRIA ANALÍTICA E SISTEMAS LINEARES;71;2021;3;4
ATI-4204376;ESTRUTURA DE DADOS;69;2022;3;4
ATI-4204376;CIRCUITOS DIGITAIS;66;2022;3;4
ATI-4204376;ORGANIZAÇÃO DE COMPUTADORES;71;2023;1;4
ATI-4204376;ESTRUTURA DE DADOS II;69;2023;1;4
ATI-4204376;INFORMÁTICA E SOCIEDADE;60;2022;3;2
ATI-4204376;LÓGICA E FUNDAMENTOS PARA A COMPUTAÇÃO ;81;2022;3;4
ATI-4204376;LABORATÓRIO DE PROGRAMAÇÃO II;69;2022;3;2
ATI-4204376;CONTABILIDADE GERAL E INTRODUTORIA;61;2022;3;4
ATI-4204376;ORIENTAÇÃO A OBJETOS;77;2023;1;4
ATI-4204376;CÁLCULO II;23;2023;1;4
ATI-4285733;PRINCÍPIOS DE ADMINISTRAÇÃO I;0;2023;1;4
ATI-4285733;LABORATÓRIO DE PROGRAMAÇÃO;64;2022;3;2
ATI-4285733;ALGORITMOS;64;2022;3;4
ATI-4285733;ECONOMIA;60;2023;1;4
ATI-4285733;LABORATÓRIO DE PROGRAMAÇÃO WEB;RI;2023;1;2
ATI-4285733;LÓGICA E FUNDAMENTOS PARA A COMPUTAÇÃO ;57;2022;3;4
ATI-4285733;CÁLCULO I;5;2022;3;4
ATI-4285733;INTRODUÇÃO A SISTEMAS DE INFORMAÇÃO;64;2022;3;4
ATI-4285733;ASPECTOS LEGAIS DA INFORMÁTICA;52;2023;1;4
ATI-4285733;GEOMETRIA ANALÍTICA E SISTEMAS LINEARES;42;2022;3;4
ATI-4457747;DESENVOLVIMENTO WEB;TM;2023;3;2
ATI-3482519;MODELAGEM DE SISTEMAS;64;2022;1;4
ATI-3482519;CIRCUITOS DIGITAIS;67;2021;3;4
ATI-3482519;INTRODUÇÃO À ESTATÍSTICA;RI;2022;1;4
ATI-3482519;CALCULO II;TM;2022;1;4
ATI-3482519;MODELAGEM DE SISTEMAS;39;2021;3;4
ATI-3482519;CÁLCULO I;61;2021;1;4
ATI-3482519;LABORATÓRIO DE PROGRAMAÇÃO PARA DISPOSITIVOS MÓVEIS;83;2021;1;2
ATI-3482519;ORGANIZAÇÃO DE COMPUTADORES;65;2022;1;4
ATI-3482519;CÁLCULO II;50;2021;3;4
ATI-3482519;ASPECTOS ORGANIZACIONAIS DE SISTEMAS DE INFORMAÇÃO;84;2022;3;4
ATI-3482519;LABORATÓRIO DE PROGRAMAÇÃO DE SISTEMAS WEB ;95;2022;3;4
ATI-3482519;PESQUISA OPERACIONAL;16;2023;1;4
ATI-3482519;SEGURANÇA EM SISTEMAS DE COMPUTAÇÃO;TM;2023;1;4
ATI-3482519;LINGUA INGLESA INSTRUMENTAL I;82;2022;3;4
ATI-3482519;REDES DE COMPUTADORES;80;2022;3;4
ATI-3482519;ESTRUTURA DE DADOS II;64;2023;1;4
ATI-3482519;ASPECTOS TEÓRICOS DA COMPUTAÇÃO;51;2023;1;4
ATI-3482519;TEORIA DOS GRAFOS;48;2022;3;4
ATI-3482519;ESTRUTURA DE DADOS II;13;2022;3;4
ATI-3482519;ALGORITMOS;68;2016;3;4
ATI-3482519;LÓGICA E FUNDAMENTOS PARA A COMPUTAÇÃO ;37;2016;3;4
ATI-3482519;GEOMETRIA ANALÍTICA E SISTEMAS LINEARES;50;2016;3;4
ATI-3482519;LABORATÓRIO DE PROGRAMAÇÃO;68;2016;3;2
ATI-3482519;CÁLCULO I;TM;2016;3;4
ATI-3482519;ASPECTOS LEGAIS DA INFORMÁTICA;52;2018;1;4
ATI-3482519;GEOMETRIA ANALÍTICA E SISTEMAS LINEARES;28;2018;1;4
ATI-3482519;ORIENTAÇÃO A OBJETOS;56;2018;1;4
