ID;COURSESUBJECT;GRADEVALUE;YEARINCOURSE;SEMESTERINCOURSE;CREDITSINCOURSE
ATI-3573920;TEORIA DOS GRAFOS;8;2022;3;4
ATI-3573920;LÓGICA E FUNDAMENTOS PARA A COMPUTAÇÃO ;TM;2021;1;4
ATI-3573920;LABORATÓRIO DE PROGRAMAÇÃO;82;2020;3;2
ATI-3573920;INTRODUÇÃO A SISTEMAS DE INFORMAÇÃO;100;2020;3;4
ATI-3573920;GEOMETRIA ANALÍTICA E SISTEMAS LINEARES;42;2020;3;4
ATI-3573920;ALGORITMOS;82;2020;3;4
ATI-3573920;ASPECTOS LEGAIS DA INFORMÁTICA;84;2021;1;4
ATI-3573920;ESTRUTURA DE DADOS;TM;2021;1;4
ATI-3573920;LABORATÓRIO DE PROGRAMAÇÃO II;TM;2021;1;2
ATI-4444280;INTRODUÇÃO ÀS CIÊNCIAS EXATAS;100;2023;1;2
ATI-4444280;ALGORITMOS;94;2023;1;6
ATI-4444280;CÁLCULO I;81;2023;1;4
ATI-4444280;GEOMETRIA ANALÍTICA E SISTEMAS LINEARES;69;2023;1;4
ATI-3409634;REDES DE COMPUTADORES;100;2021;1;4
ATI-3409634;PRINCÍPIOS DE ADMINISTRAÇÃO I;84;2021;1;4
ATI-3409634;EMPREENDIMENTOS EM INFORMATICA;81;2022;1;4
ATI-3409634;LABORATÓRIO DE PROGRAMAÇÃO DE SISTEMAS WEB ;100;2021;3;4
ATI-3409634;LABORATÓRIO DE PROGRAMAÇÃO DE SISTEMAS WEB II ;76;2022;1;2
ATI-3409634;INTERAÇÃO HUMANO-COMPUTADOR;68;2022;1;4
ATI-3409634;ENGENHARIA DE SOFTWARE;84;2021;3;4
ATI-3409634;LABORATÓRIO DE PROGRAMAÇÃO PARA DISPOSITIVOS MÓVEIS;80;2021;1;2
ATI-3409634;GEOMETRIA ANALÍTICA E SISTEMAS LINEARES;TM;2022;1;4
ATI-3409634;TEORIA DOS GRAFOS;21;2021;3;4
ATI-3409634;ASPECTOS AVANÇADOS EM BANCO DE DADOS;TM;2021;3;4
ATI-3409634;ASPECTOS AVANÇADOS EM ENGENHARIA DE SOFTWARE;83;2022;3;4
ATI-3409634;LABORATORIO DE REDES DE COMPUTADORES;90;2022;3;2
ATI-3409634;TOPICOS EM DESENVOLVIMENTO DE SOFTWARE I;TM;2023;1;4
ATI-3409634;TESTE DE SOFTWARE;85;2022;3;4
ATI-3409634;SISTEMAS DISTRIBUÍDOS;70;2023;1;4
ATI-3409634;SEGURANÇA EM SISTEMAS DE COMPUTAÇÃO;88;2022;3;4
ATI-3409634;GERÊNCIA DE PROJETOS;93;2022;3;4
ATI-3409634;SEGURANÇA E AUDITORIA DE SISTEMAS;98;2023;1;4
ATI-3409634;CÁLCULO I;0;2023;1;4
ATI-3409634;LABORATÓRIO DE PROGRAMAÇÃO;75  ;2015;3;2
ATI-3409634;GEOMETRIA ANALÍTICA E SISTEMAS LINEARES;TM  ;2015;3;4
ATI-3409634;FUNDAMENTOS DE DESENVOLVIMENTO WEB;79  ;2015;3;4
ATI-3409634;ALGORITMOS;75  ;2015;3;4
ATI-3409634;CÁLCULO I;TM  ;2015;3;4
ATI-3409634;INTRODUÇÃO A SISTEMAS DE INFORMAÇÃO;RI  ;2015;3;4
ATI-3409634;ESTRUTURA DE DADOS;RI;2016;1;4
ATI-3409634;LABORATÓRIO DE PROGRAMAÇÃO II;RI;2016;1;2
ATI-3409634;ORGANIZAÇÃO DE COMPUTADORES;TM;2016;1;4
ATI-3409634;ESTRUTURA DE DADOS;RI;2016;3;4
ATI-3409634;ASPECTOS LEGAIS DA INFORMÁTICA;RI;2016;3;4
ATI-3409634;CONTABILIDADE GERAL E INTRODUTORIA;71;2016;3;4
ATI-3409634;LÓGICA E FUNDAMENTOS PARA A COMPUTAÇÃO ;19;2016;3;4
ATI-3409634;LABORATÓRIO DE PROGRAMAÇÃO II;RI;2016;3;2
ATI-3409634;LÓGICA E FUNDAMENTOS PARA A COMPUTAÇÃO ;19;2018;1;4
ATI-3409634;ORIENTAÇÃO A OBJETOS;71;2018;1;4
ATI-3409634;CIRCUITOS DIGITAIS;70;2018;1;4
ATI-3409634;CÁLCULO I;5;2018;3;4
ATI-3409634;INTRODUÇÃO A SISTEMAS DE INFORMAÇÃO;83;2018;3;4
ATI-3409634;TEORIA DOS GRAFOS;47;2018;3;4
ATI-3409634;GEOMETRIA ANALÍTICA E SISTEMAS LINEARES;16;2018;3;4
ATI-3409634;ASPECTOS LEGAIS DA INFORMÁTICA;67;2017;1;4
ATI-3409634;GEOMETRIA ANALÍTICA E SISTEMAS LINEARES;RI;2017;1;4
ATI-3409634;ITALIANO INSTRUMENTAL I;TM;2017;1;4
ATI-3409634;ESTRUTURA DE DADOS;47;2017;1;4
ATI-3409634;LABORATÓRIO DE PROGRAMAÇÃO II;RI;2017;1;2
ATI-3409634;LABORATÓRIO DE PROGRAMAÇÃO II;67;2017;3;2
ATI-3409634;INFORMÁTICA E SOCIEDADE;63;2017;3;2
ATI-3409634;ORGANIZAÇÃO DE COMPUTADORES;RI;2017;3;4
ATI-3409634;ESTRUTURA DE DADOS;67;2017;3;4
ATI-3409634;LÓGICA E FUNDAMENTOS PARA A COMPUTAÇÃO ;20;2017;3;4
ATI-3409634;REDES DE COMPUTADORES;TM;2019;3;4
ATI-3409634;ASPECTOS ORGANIZACIONAIS DE SISTEMAS DE INFORMAÇÃO;88;2019;3;4
ATI-3409634;MODELAGEM DE SISTEMAS;68;2019;1;4
ATI-3409634;ORGANIZAÇÃO DE COMPUTADORES;66;2019;1;4
ATI-3409634;GEOMETRIA ANALÍTICA E SISTEMAS LINEARES;4;2019;3;4
ATI-3409634;GEOMETRIA ANALÍTICA E SISTEMAS LINEARES;RI;2019;1;4
ATI-3409634;LÓGICA E FUNDAMENTOS PARA A COMPUTAÇÃO ;64;2019;3;4
ATI-3409634;SISTEMAS OPERACIONAIS;83;2020;3;4
ATI-3409634;BANCO DE DADOS;78;2020;3;4
ATI-3409634;GESTÃO DO CONHECIMENTO;97;2020;1;4
ATI-3409634;ESTRUTURA DE DADOS II;78;2020;1;4
ATI-3409634;GEOMETRIA ANALÍTICA E SISTEMAS LINEARES;37;2020;1;4
ATI-3409634;LABORATÓRIO DE PROGRAMAÇÃO DE SISTEMAS WEB ;TM;2020;3;4
ATI-3409634;ASPECTOS TEÓRICOS DA COMPUTAÇÃO;TM;2020;1;4
ATI-3409634;ENGENHARIA DE SOFTWARE;RI;2020;3;4
ATI-1801928;SISTEMAS OPERACIONAIS;TM;2021;3;4
ATI-1801928;INTERAÇÃO HUMANO-COMPUTADOR;82;2021;3;4
ATI-1801928;AVALIAÇÃO DE DESEMPENHO DE SISTEMAS;TM;2022;1;4
ATI-1801928;GERÊNCIA DE PROJETOS;93;2021;3;4
ATI-1801928;EMPREENDIMENTOS EM INFORMATICA;77;2021;1;4
ATI-1801928;ASPECTOS AVANÇADOS EM BANCO DE DADOS;TM;2021;3;4
ATI-1801928;INFORMÁTICA E SOCIEDADE;98;2021;3;2
ATI-1801928;REDES DE COMPUTADORES;97;2022;1;4
ATI-1801928;PESQUISA OPERACIONAL;76;2022;1;4
ATI-1801928;CÁLCULO DE PROBABILIDADES I;73;2021;3;4
ATI-1801928;ASPECTOS TEÓRICOS DA COMPUTAÇÃO;74;2022;1;4
ATI-1801928;ASPECTOS AVANÇADOS EM ENGENHARIA DE SOFTWARE;91;2022;3;4
ATI-1801928;SISTEMAS OPERACIONAIS;75;2022;3;4
ATI-1801928;TOPICOS EM DESENVOLVIMENTO DE SOFTWARE I;74;2023;1;4
ATI-1801928;SISTEMAS DE APOIO À DECISÃO;88;2023;1;4
ATI-1801928;METODOLOGIA CIENTÍFICA EM COMPUTAÇÃO;80;2023;1;4
ATI-1801928;SISTEMAS DISTRIBUÍDOS;79;2023;1;4
ATI-1801928;CONTABILIDADE GERAL E INTRODUTORIA;88;2022;3;4
ATI-1801928;INTELIGENCIA ARTIFICIAL;90;2022;3;4
ATI-1801928;ESTRUTURA DE DADOS;88;2018;1;4
ATI-1801928;LABORATÓRIO DE PROGRAMAÇÃO II;88;2018;1;2
ATI-1801928;PRINCÍPIOS DE ADMINISTRAÇÃO I;80;2018;1;4
ATI-1801928;LABORATÓRIO DE PROGRAMAÇÃO WEB;98;2018;1;2
ATI-1801928;ORIENTAÇÃO A OBJETOS;84;2018;3;4
ATI-1801928;TEORIA DOS GRAFOS;65;2018;3;4
ATI-1801928;GEOMETRIA ANALÍTICA E SISTEMAS LINEARES;81;2018;3;4
ATI-1801928;CÁLCULO I;82;2017;3;4
ATI-1801928;ALGORITMOS;76;2017;3;4
ATI-1801928;INTRODUÇÃO A SISTEMAS DE INFORMAÇÃO;RI;2017;3;4
ATI-1801928;LABORATÓRIO DE PROGRAMAÇÃO;76;2017;3;2
ATI-1801928;GEOMETRIA ANALÍTICA E SISTEMAS LINEARES;TM;2017;3;4
ATI-1801928;LÓGICA E FUNDAMENTOS PARA A COMPUTAÇÃO ;86;2017;3;4
ATI-1801928;MODELAGEM DE SISTEMAS;86;2019;1;4
ATI-1801928;ORGANIZAÇÃO DE COMPUTADORES;TM;2019;1;4
ATI-1801928;ASPECTOS TEÓRICOS DA COMPUTAÇÃO;TM;2019;1;4
ATI-1801928;ENGENHARIA DE SOFTWARE;92;2019;3;4
ATI-1801928;LABORATÓRIO DE PROGRAMAÇÃO DE SISTEMAS WEB ;94;2019;3;4
ATI-1801928;INFORMÁTICA E SOCIEDADE;TM;2019;3;2
ATI-1801928;TÓPICOS DE LINGUAGEM PROGRAMAÇÃO I;100;2019;3;4
ATI-1801928;BANCO DE DADOS;77;2019;3;4
ATI-1801928;ESTRUTURA DE DADOS II;68;2019;1;4
ATI-1801928;ASPECTOS LEGAIS DA INFORMÁTICA;74;2019;1;4
ATI-1801928;LABORATÓRIO DE PROGRAMAÇÃO DE SISTEMAS WEB II ;90;2020;1;2
ATI-1801928;PESQUISA OPERACIONAL;TM;2020;1;4
ATI-1801928;GESTÃO DO CONHECIMENTO;TM;2021;1;4
ATI-1801928;INTRODUÇÃO A SISTEMAS DE INFORMAÇÃO;99;2020;3;4
ATI-1801928;PRÁTICAS DE GÊNEROS ACADÊMICOS;88;2013;3;4
ATI-1801928;AS TRAJETÓRIAS DA MODERNIDADE E O PENSAMENTO POLÍTICO;73;2013;3;4
ATI-1801928;TEORIAS DA RELIGIÃO;80;2014;1;4
ATI-1801928;FILOSOFIA DA MENTE;94;2015;1;4
ATI-1801928;TEORIA DO ESTADO E DA CONSTITUIÇÃO;71;2015;1;4
ATI-1801928;DIREITO ECONÔMICO;80;2015;1;3
ATI-1801928;TESTE DE SOFTWARE;88;2020;3;4
ATI-1801928;DESENVOLVIMENTO DE JOGOS;95;2020;3;4
ATI-1801928;ORGANIZAÇÃO DE COMPUTADORES;80;2021;1;4
ATI-1801928;CÁLCULO II;MC;2020;1;4
ATI-1801928;LABORATÓRIO DE PROGRAMAÇÃO PARA DISPOSITIVOS MÓVEIS;97;2020;1;2
ATI-1801928;CÁLCULO DE PROBABILIDADES I;TM;2021;1;4
ATI-1801928;CALCULO II;79;2020;3;4
ATI-1801928;SEGURANÇA E AUDITORIA DE SISTEMAS;81;2021;1;4
ATI-1801928;TOPICOS EM DESENVOLVIMENTO DE SOFTWARE II;MC;2020;1;4
ATI-3818687;MODELAGEM DE SISTEMAS;60;2022;1;4
ATI-3818687;CÁLCULO DE PROBABILIDADES I;RI;2022;1;4
ATI-3818687;TEORIA DOS GRAFOS;55;2021;1;4
ATI-3818687;EMPREENDIMENTOS EM INFORMATICA;81;2022;1;4
ATI-3818687;MODELAGEM DE SISTEMAS;45;2021;3;4
ATI-3818687;ORGANIZAÇÃO DE COMPUTADORES;31;2021;3;4
ATI-3818687;TEORIA DOS GRAFOS;60;2022;1;4
ATI-3818687;ASPECTOS ORGANIZACIONAIS DE SISTEMAS DE INFORMAÇÃO;98;2021;3;4
ATI-3818687;TÓPICOS DE LINGUAGEM PROGRAMAÇÃO I;23;2021;3;4
ATI-3818687;CÁLCULO DE PROBABILIDADES I;RI;2021;3;4
ATI-3818687;ORGANIZAÇÃO DE COMPUTADORES;86;2022;1;4
ATI-3818687;ESTRUTURA DE DADOS II;RI;2021;3;4
ATI-3818687;ASPECTOS TEÓRICOS DA COMPUTAÇÃO;48;2022;1;4
ATI-3818687;LABORATÓRIO DE PROGRAMAÇÃO PARA DISPOSITIVOS MÓVEIS;51;2023;1;2
ATI-3818687;PESQUISA OPERACIONAL;RI;2023;1;4
ATI-3818687;ENGENHARIA DE SOFTWARE;60;2022;3;4
ATI-3818687;SISTEMAS OPERACIONAIS;33;2022;3;4
ATI-3818687;CÁLCULO DE PROBABILIDADES I;32;2022;3;4
ATI-3818687;REDES DE COMPUTADORES;85;2022;3;4
ATI-3818687;CÁLCULO DE PROBABILIDADES I;20;2023;1;4
ATI-3818687;ESTRUTURA DE DADOS II;RI;2023;1;4
ATI-3818687;ASPECTOS TEÓRICOS DA COMPUTAÇÃO;RI;2023;1;4
ATI-3818687;SEMINARIO EM COMPUTACAO III;RI;2022;3;2
ATI-3818687;ESTRUTURA DE DADOS II;RI;2022;3;4
ATI-3818687;LÓGICA E FUNDAMENTOS PARA A COMPUTAÇÃO ;70;2018;3;4
ATI-3818687;ALGORITMOS;81;2018;3;4
ATI-3818687;INTRODUÇÃO A SISTEMAS DE INFORMAÇÃO;93;2018;3;4
ATI-3818687;CÁLCULO I;70;2018;3;4
ATI-3818687;LABORATÓRIO DE PROGRAMAÇÃO;81;2018;3;2
ATI-3818687;GEOMETRIA ANALÍTICA E SISTEMAS LINEARES;66;2018;3;4
ATI-3818687;PRINCÍPIOS DE ADMINISTRAÇÃO I;93;2019;1;4
ATI-3818687;CÁLCULO II;4;2019;1;4
ATI-3818687;ESTRUTURA DE DADOS;60;2019;1;4
ATI-3818687;LABORATÓRIO DE PROGRAMAÇÃO II;60;2019;1;2
ATI-3818687;INFORMÁTICA E SOCIEDADE;85;2019;3;2
ATI-3818687;CONTABILIDADE GERAL E INTRODUTORIA;64;2019;3;4
ATI-3818687;TEORIA DOS GRAFOS;25;2019;3;4
ATI-3818687;LABORATÓRIO DE PROGRAMAÇÃO WEB;66;2019;1;2
ATI-3818687;ASPECTOS LEGAIS DA INFORMÁTICA;67;2019;1;4
ATI-3818687;CIRCUITOS DIGITAIS;79;2019;3;4
ATI-3818687;ORIENTAÇÃO A OBJETOS;46;2019;3;4
ATI-3818687;LINGUA INGLESA INSTRUMENTAL II;98;2020;3;4
ATI-3818687;ORIENTAÇÃO A OBJETOS;15;2020;1;4
ATI-3818687;CÁLCULO II;64;2020;1;4
ATI-3818687;TEORIA DOS GRAFOS;55;2020;1;4
ATI-3818687;LINGUA INGLESA INSTRUMENTAL I;100;2020;1;4
ATI-3818687;ORIENTAÇÃO A OBJETOS;79;2020;3;4
ATI-3818687;TEORIA DOS GRAFOS;47;2020;3;4
ATI-3818687;CÁLCULO DE PROBABILIDADES I;49;2020;3;4
ATI-2817431;PESQUISA OPERACIONAL;14;2021;3;4
ATI-2817431;INTELIGENCIA ARTIFICIAL;91;2021;3;4
ATI-2817431;SISTEMAS DISTRIBUÍDOS;86;2022;1;4
ATI-2817431;LABORATÓRIO DE PROGRAMAÇÃO DE SISTEMAS WEB ;TM;2021;3;4
ATI-2817431;ASPECTOS TEÓRICOS DA COMPUTAÇÃO;86;2021;1;4
ATI-2817431;SISTEMAS DE APOIO À DECISÃO;TM;2022;1;4
ATI-2817431;ORGANIZAÇÃO DE COMPUTADORES;100;2022;1;4
ATI-2817431;LABORATÓRIO DE PROGRAMAÇÃO PARA DISPOSITIVOS MÓVEIS;84;2023;1;2
ATI-2817431;LABORATÓRIO DE PROGRAMAÇÃO DE SISTEMAS WEB ;93;2022;3;4
ATI-2817431;LABORATÓRIO DE PROGRAMAÇÃO DE SISTEMAS WEB II ;84;2023;1;2
ATI-2817431;PESQUISA OPERACIONAL;87;2023;1;4
ATI-2817431;SISTEMAS DE APOIO À DECISÃO;86;2023;1;4
ATI-2817431;ASPECTOS AVANÇADOS EM BANCO DE DADOS;65;2022;3;4
ATI-2817431;LINGUA INGLESA INSTRUMENTAL I;96;2022;3;4
ATI-2817431;METODOLOGIA CIENTÍFICA EM COMPUTAÇÃO;TM;2023;3;4
ATI-2817431;LÓGICA E FUNDAMENTOS PARA A COMPUTAÇÃO ;DISP;2019;3;4
ATI-2817431;SEMINARIO EM COMPUTACAO III;TM;2019;3;2
ATI-2817431;CÁLCULO I;92;2019;3;4
ATI-2817431;GESTÃO DA TECNOLOGIA E INOVAÇÃO TECNOLÓGICA;88;2019;3;4
ATI-2817431;TESTE DE SOFTWARE;71;2019;3;4
ATI-2817431;ALGORITMOS;86;2012;3;4
ATI-2817431;LABORATÓRIO DE PROGRAMAÇÃO;87;2012;3;2
ATI-2817431;ESTRUTURA DE DADOS;61;2013;1;4
ATI-2817431;LABORATÓRIO DE PROGRAMAÇÃO II;61;2013;1;2
ATI-2817431;GEOMETRIA ANALÍTICA E SISTEMAS LINEARES;75;2013;3;4
ATI-2817431;SISTEMAS OPERACIONAIS;68;2014;1;4
ATI-2817431;ORIENTAÇÃO A OBJETOS;73;2014;3;4
ATI-2817431;SEMINARIO EM COMPUTACAO I;93;2014;3;2
ATI-2817431;COMPUTAÇÃO GRÁFICA;77;2015;1;4
ATI-2817431;MODELAGEM DE SISTEMAS;70;2015;1;4
ATI-2817431;CIRCUITOS DIGITAIS;72;2015;3;4
ATI-2817431;REDES DE COMPUTADORES;71;2016;1;4
ATI-2817431;ENGENHARIA DE SOFTWARE;67;2016;1;4
ATI-2817431;BANCO DE DADOS;62;2016;3;4
ATI-2817431;LINGUAGENS FORMAIS E AUTÔMATOS;91;2016;3;4
ATI-2817431;ESTRUTURA DE DADOS II;61;2017;1;4
ATI-2817431;INTERAÇÃO HUMANO-COMPUTADOR;68;2017;1;4
ATI-2817431;INTRODUÇÃO A SISTEMAS DE INFORMAÇÃO;77;2017;3;4
ATI-2817431;DESENVOLVIMENTO DE JOGOS;62;2017;3;4
ATI-2817431;GERÊNCIA DE PROJETOS;88;2017;3;4
ATI-2817431;INFORMÁTICA E SOCIEDADE;60;2017;3;2
ATI-2817431;PRINCÍPIOS DE ADMINISTRAÇÃO I;83;2018;1;4
ATI-2817431;TEORIA DOS GRAFOS;67;2018;1;4
ATI-2817431;EMPREENDIMENTOS EM INFORMATICA;68;2018;3;4
ATI-2817431;SEGURANÇA E AUDITORIA DE SISTEMAS;78;2019;1;4
ATI-2817431;PESQUISA OPERACIONAL;TM;2020;1;4
ATI-2817431;ASPECTOS ORGANIZACIONAIS DE SISTEMAS DE INFORMAÇÃO;100;2020;3;4
ATI-2817431;PESQUISA OPERACIONAL;TM;2021;1;4
ATI-2817431;LABORATÓRIO DE PROGRAMAÇÃO WEB;90;2013;1;2
ATI-2817431;INTRODUÇÃO À CIÊNCIA DA COMPUTAÇÃO ;95;2012;3;4
ATI-2817431;ASPECTOS LEGAIS DA INFORMÁTICA;79;2020;1;4
ATI-2817431;CÁLCULO II;100;2020;1;4
ATI-2817431;GESTÃO DO CONHECIMENTO;90;2021;1;4
ATI-2817431;CÁLCULO DE PROBABILIDADES I;91;2020;3;4
ATI-2817431;CONTABILIDADE GERAL E INTRODUTORIA;99;2020;3;4
ATI-4169840;MODELAGEM DE SISTEMAS;82;2022;1;4
ATI-4169840;CONTABILIDADE GERAL E INTRODUTORIA;85;2021;3;4
ATI-4169840;TÓPICOS DE LINGUAGEM PROGRAMAÇÃO I;TM;2021;3;4
ATI-4169840;ESTRUTURA DE DADOS II;97;2022;1;4
ATI-4169840;ORIENTAÇÃO A OBJETOS;77;2021;3;4
ATI-4169840;INFORMÁTICA E SOCIEDADE;96;2021;3;2
ATI-4169840;CÁLCULO II;85;2021;1;4
ATI-4169840;ESTRUTURA DE DADOS;84;2021;1;4
ATI-4169840;LABORATÓRIO DE PROGRAMAÇÃO II;84;2021;1;2
ATI-4169840;TEORIA DOS GRAFOS;72;2021;3;4
ATI-4169840;PRINCÍPIOS DE ADMINISTRAÇÃO I;98;2021;1;4
ATI-4169840;CÁLCULO DE PROBABILIDADES I;73;2021;3;4
ATI-4169840;LABORATÓRIO DE PROGRAMAÇÃO WEB;89;2021;1;2
ATI-4169840;ORGANIZAÇÃO DE COMPUTADORES;96;2022;1;4
ATI-4169840;ASPECTOS TEÓRICOS DA COMPUTAÇÃO;13;2022;1;4
ATI-4169840;ASPECTOS TEÓRICOS DA COMPUTAÇÃO;TM;2023;1;4
ATI-4169840;LABORATÓRIO DE PROGRAMAÇÃO DE SISTEMAS WEB ;100;2022;3;4
ATI-4169840;PESQUISA OPERACIONAL;72;2023;1;4
ATI-4169840;EMPREENDIMENTOS EM INFORMATICA;81;2023;1;4
ATI-4169840;ENGENHARIA DE SOFTWARE;87;2022;3;4
ATI-4169840;SISTEMAS OPERACIONAIS;64;2022;3;4
ATI-4169840;REDES DE COMPUTADORES;89;2023;1;4
ATI-4169840;BANCO DE DADOS;92;2022;3;4
ATI-4169840;INTERAÇÃO HUMANO-COMPUTADOR;72;2023;1;4
ATI-4169840;INTELIGENCIA ARTIFICIAL;90;2022;3;4
ATI-4169840;CÁLCULO I;71;2020;3;4
ATI-4169840;INTRODUÇÃO A SISTEMAS DE INFORMAÇÃO;98;2020;3;4
ATI-4169840;LABORATÓRIO DE PROGRAMAÇÃO;97;2020;3;2
ATI-4169840;GEOMETRIA ANALÍTICA E SISTEMAS LINEARES;92;2020;3;4
ATI-4169840;ALGORITMOS;97;2020;3;4
ATI-4169840;LÓGICA E FUNDAMENTOS PARA A COMPUTAÇÃO ;97;2020;3;4
ATI-4169840;ASPECTOS LEGAIS DA INFORMÁTICA;90;2021;1;4
ATI-4205177;ALGORITMOS;90;2021;3;4
ATI-4205177;LABORATÓRIO DE PROGRAMAÇÃO;90;2021;3;2
ATI-4205177;ASPECTOS LEGAIS DA INFORMÁTICA;82;2022;1;4
ATI-4205177;ESTRUTURA DE DADOS;74;2022;1;4
ATI-4205177;CÁLCULO II;TM;2022;1;4
ATI-4205177;LABORATÓRIO DE PROGRAMAÇÃO II;74;2022;1;2
ATI-4205177;CÁLCULO I;85;2021;3;4
ATI-4205177;INTRODUÇÃO A SISTEMAS DE INFORMAÇÃO;82;2021;3;4
ATI-4205177;LÓGICA E FUNDAMENTOS PARA A COMPUTAÇÃO ;71;2021;3;4
ATI-4205177;LABORATÓRIO DE PROGRAMAÇÃO WEB;66;2022;1;2
ATI-4205177;PRINCÍPIOS DE ADMINISTRAÇÃO I;86;2022;1;4
ATI-4205177;GEOMETRIA ANALÍTICA E SISTEMAS LINEARES;86;2021;3;4
ATI-4205177;LABORATÓRIO DE PROGRAMAÇÃO PARA DISPOSITIVOS MÓVEIS;84;2023;1;2
ATI-4205177;CÁLCULO II;47;2023;1;4
ATI-4205177;ORIENTAÇÃO A OBJETOS;78;2022;3;4
ATI-4205177;CIRCUITOS DIGITAIS;75;2022;3;4
ATI-4205177;INFORMÁTICA E SOCIEDADE;60;2022;3;2
ATI-4205177;ASPECTOS TEÓRICOS DA COMPUTAÇÃO;41;2023;1;4
ATI-4205177;MODELAGEM DE SISTEMAS;88;2023;1;4
ATI-4205177;TEORIA DOS GRAFOS;79;2022;3;4
ATI-4205177;CÁLCULO II;4;2022;3;4
ATI-4191998;ALGORITMOS;80;2021;3;4
ATI-4191998;LABORATÓRIO DE PROGRAMAÇÃO;80;2021;3;2
ATI-4191998;ASPECTOS LEGAIS DA INFORMÁTICA;67;2022;1;4
ATI-4191998;LABORATÓRIO DE PROGRAMAÇÃO II;6;2022;1;2
ATI-4191998;CÁLCULO I;75;2021;3;4
ATI-4191998;INTRODUÇÃO A SISTEMAS DE INFORMAÇÃO;88;2021;3;4
ATI-4191998;LÓGICA E FUNDAMENTOS PARA A COMPUTAÇÃO ;47;2021;3;4
ATI-4191998;LABORATÓRIO DE PROGRAMAÇÃO WEB;72;2022;1;2
ATI-4191998;CÁLCULO II;TM;2022;1;4
ATI-4191998;ESTRUTURA DE DADOS;6;2022;1;4
ATI-4191998;PRINCÍPIOS DE ADMINISTRAÇÃO I;85;2022;1;4
ATI-4191998;GEOMETRIA ANALÍTICA E SISTEMAS LINEARES;62;2021;3;4
ATI-4191998;LÓGICA E FUNDAMENTOS PARA A COMPUTAÇÃO ;RI;2022;1;4
ATI-4191998;LABORATÓRIO DE PROGRAMAÇÃO PARA DISPOSITIVOS MÓVEIS;84;2023;1;2
ATI-4191998;ESTRUTURA DE DADOS;60;2022;3;4
ATI-4191998;CIRCUITOS DIGITAIS;65;2022;3;4
ATI-4191998;PESQUISA OPERACIONAL;TM;2023;3;4
ATI-4191998;ESTRUTURA DE DADOS II;74;2023;1;4
ATI-4191998;ORGANIZAÇÃO DE COMPUTADORES;67;2023;1;4
ATI-4191998;INFORMÁTICA E SOCIEDADE;60;2022;3;2
ATI-4191998;LABORATÓRIO DE PROGRAMAÇÃO II;60;2022;3;2
ATI-4191998;CALCULO II;TM;2023;1;4
ATI-4191998;CONTABILIDADE GERAL E INTRODUTORIA;68;2022;3;4
ATI-4191998;ORIENTAÇÃO A OBJETOS;88;2022;4;4
ATI-4191998;MODELAGEM DE SISTEMAS;83;2023;1;4
ATI-4191998;CÁLCULO II;RI;2022;3;4
ATI-4205186;ALGORITMOS;78;2021;3;4
ATI-4205186;LABORATÓRIO DE PROGRAMAÇÃO;78;2021;3;2
ATI-4205186;ASPECTOS LEGAIS DA INFORMÁTICA;40;2022;1;4
ATI-4205186;CÁLCULO II;TM;2022;1;4
ATI-4205186;ESTRUTURA DE DADOS;72;2022;1;4
ATI-4205186;LABORATÓRIO DE PROGRAMAÇÃO II;72;2022;1;2
ATI-4205186;CÁLCULO I;68;2021;3;4
ATI-4205186;INTRODUÇÃO A SISTEMAS DE INFORMAÇÃO;91;2021;3;4
ATI-4205186;LÓGICA E FUNDAMENTOS PARA A COMPUTAÇÃO ;62;2021;3;4
ATI-4205186;LABORATÓRIO DE PROGRAMAÇÃO WEB;88;2022;1;2
ATI-4205186;PRINCÍPIOS DE ADMINISTRAÇÃO I;83;2022;1;4
ATI-4205186;GEOMETRIA ANALÍTICA E SISTEMAS LINEARES;77;2021;3;4
ATI-4205186;LABORATÓRIO DE PROGRAMAÇÃO PARA DISPOSITIVOS MÓVEIS;85;2023;1;2
ATI-4205186;ORIENTAÇÃO A OBJETOS;71;2022;3;4
ATI-4205186;CIRCUITOS DIGITAIS;62;2022;3;4
ATI-4205186;ORGANIZAÇÃO DE COMPUTADORES;60;2023;1;4
ATI-4205186;ESTRUTURA DE DADOS II;20;2023;1;4
ATI-4205186;INFORMÁTICA E SOCIEDADE;74;2022;3;2
ATI-4205186;CONTABILIDADE GERAL E INTRODUTORIA;60;2022;3;4
ATI-4205186;MODELAGEM DE SISTEMAS;82;2023;1;4
ATI-4205186;TEORIA DOS GRAFOS;41;2022;3;4
ATI-4205186;ASPECTOS TEÓRICOS DA COMPUTAÇÃO;TM;2023;1;4
ATI-4205186;ASPECTOS LEGAIS DA INFORMÁTICA;54;2023;1;4
ATI-4205192;ALGORITMOS;83;2021;3;4
ATI-4205192;LABORATÓRIO DE PROGRAMAÇÃO;83;2021;3;2
ATI-4205192;ASPECTOS LEGAIS DA INFORMÁTICA;96;2022;1;4
ATI-4205192;CÁLCULO II;79;2022;1;4
ATI-4205192;LABORATÓRIO DE PROGRAMAÇÃO II;60;2022;1;2
ATI-4205192;CÁLCULO I;64;2021;3;4
ATI-4205192;INTRODUÇÃO A SISTEMAS DE INFORMAÇÃO;97;2021;3;4
ATI-4205192;LÓGICA E FUNDAMENTOS PARA A COMPUTAÇÃO ;76;2021;3;4
